title,url,date,category
Pfizer Presents Positive Data from Phase 2 Study of Ponsegromab in Patients with Cancer Cachexia,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-presents-positive-data-phase-2-study-ponsegromab,2024-09-14,clinical trial update
Pfizer’s BRAFTOVI® + MEKTOVI® Shows Long-Term Clinically Meaningful Response in Patients with BRAF V600E-Mutant Metastatic Non-Small Cell Lung Cancer,https://www.pfizer.com/news/press-release/press-release-detail/pfizers-braftovir-mektovir-shows-long-term-clinically,2024-09-14,prescription medicines
Pfizer Highlights Diverse Oncology Portfolio and Combination Approaches at ESMO 2024,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-highlights-diverse-oncology-portfolio-and,2024-09-11,research and pipeline
Valneva and Pfizer Report Further Positive Phase 2 Booster Results for Lyme Disease Vaccine Candidate,https://www.pfizer.com/news/press-release/press-release-detail/valneva-and-pfizer-report-further-positive-phase-2-booster,2024-09-03,clinical trial update
"Pfizer to Launch Process to Identify a Successor for Dr. Mikael Dolsten, Chief Scientific Officer and President, Pfizer Research & Development",https://www.pfizer.com/news/press-release/press-release-detail/pfizer-launch-process-identify-successor-dr-mikael-dolsten,2024-07-09,management update
Cyrus Taraporevala Elected to Pfizer’s Board of Directors,https://www.pfizer.com/news/press-release/press-release-detail/cyrus-taraporevala-elected-pfizers-board-directors,2024-07-01,management update
Pfizer and BioNTech Receive Positive CHMP Opinion for Omicron JN.1-adapted COVID-19 Vaccine in the European Union,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-and-biontech-receive-positive-chmp-opinion-omicron-3,2024-06-27,vaccines
Pfizer Declares Third-Quarter 2024 Dividend,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-declares-third-quarter-2024-dividend,2024-06-26,financial news
Pfizer Invites Public to View and Listen to Webcast of July 30 Conference Call with Analysts,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-july-30,2024-06-18,financial news
ELREXFIO™ Shows Median Overall Survival of More Than Two Years in People with Relapsed or Refractory Multiple Myeloma,https://www.pfizer.com/news/press-release/press-release-detail/elrexfiotm-shows-median-overall-survival-more-two-years,2024-06-14,prescription medicines
Pfizer Provides Update on Phase 3 Study of Investigational Gene Therapy for Ambulatory Boys with Duchenne Muscular Dystrophy,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-provides-update-phase-3-study-investigational-gene,2024-06-12,clinical trial update
Pfizer Invites Public to Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-listen-webcast-pfizer-discussion-18,2024-06-03,financial news
Pfizer’s ADCETRIS® Regimen Produces Clinically Meaningful Improvement in Overall Survival in Patients with Relapsed/​Refractory Diffuse Large B-cell Lymphoma (DLBCL),https://www.pfizer.com/news/press-release/press-release-detail/pfizers-adcetrisr-regimen-produces-clinically-meaningful,2024-06-01,prescription medicines
Takeda and Pfizer Announce Four-Year Results from Positive Phase 3 HD21 Trial of Additional ADCETRIS® (brentuximab vedotin) Combination in Frontline Hodgkin Lymphoma,https://www.pfizer.com/news/press-release/press-release-detail/takeda-and-pfizer-announce-four-year-results-positive-phase,2024-06-01,clinical trial update
Pfizer Reports Strong Second-Quarter 2024 Results And Raises 2024 Guidance,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-reports-strong-second-quarter-2024-results-and,2024-07-30,financial news
"European Commission Approves Pfizer’s DURVEQTIX® (fidanacogene elaparvovec), a One-Time Gene Therapy for Adults with Hemophilia B",https://www.pfizer.com/news/press-release/press-release-detail/european-commission-approves-pfizers-durveqtixr,2024-07-25,prescription medicines
Pfizer Announces Positive Topline Results From Phase 3 Study of Hemophilia A Gene Therapy Candidate,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-announces-positive-topline-results-phase-3-study,2024-07-24,clinical trial update
Phase 3 VALOR Lyme Disease Trial: Valneva and Pfizer Announce Primary Vaccination Series Completion,https://www.pfizer.com/news/press-release/press-release-detail/phase-3-valor-lyme-disease-trial-valneva-and-pfizer,2024-07-17,clinical trial update
Pfizer Advances Development of Once-Daily Formulation of Oral GLP-1 Receptor Agonist Danuglipron,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-advances-development-once-daily-formulation-oral-glp,2024-07-11,research and pipeline
Pfizer and BioNTech Provide Update on mRNA-based Combination Vaccine Program Against Influenza and COVID-19 in Individuals 18-64 Years of Age,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-and-biontech-provide-update-mrna-based-combination,2024-08-16,vaccines
Pfizer Announces Top-Line Results of ABRYSVO® for RSV in Immunocompromised Adults,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-announces-top-line-results-abrysvor-rsv,2024-08-12,clinical trial update
Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-21,2024-08-28,financial news
"Pfizer Launches PfizerForAll™, a Digital Platform that Helps Simplify Access to Healthcare",https://www.pfizer.com/news/press-release/press-release-detail/pfizer-launches-pfizerforalltm-digital-platform-helps,2024-08-27,corporate
Pfizer’s LORBRENA® CROWN Study Shows Majority of Patients with ALK-Positive Advanced Lung Cancer Living Beyond Five Years Without Disease Progression,https://www.pfizer.com/news/press-release/press-release-detail/pfizers-lorbrenar-crown-study-shows-majority-patients-alk,2024-05-31,clinical trial update
"Malawi Ministry of Health, bioMérieux, and Pfizer Form Country’s First Multisectoral Collaboration to Help Address Antimicrobial Resistance",https://www.pfizer.com/news/press-release/press-release-detail/malawi-ministry-health-biomerieux-and-pfizer-form-countrys,2024-05-23,partnerships
Arvinas and Pfizer Announce Updated Clinical Data from Phase 1b Trial of Vepdegestrant in Combination with Palbociclib (IBRANCE®),https://www.pfizer.com/news/press-release/press-release-detail/arvinas-and-pfizer-announce-updated-clinical-data-phase-1b,2024-05-16,clinical trial update
Pfizer Announces New Chief Strategy and Innovation Officer,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-announces-new-chief-strategy-and-innovation-officer,2024-05-06,management update
Pfizer Reports First-Quarter 2024 Results,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-reports-first-quarter-2024-results,2024-05-01,financial news
FDA Grants Full Approval for TIVDAK® to Treat Recurrent or Metastatic Cervical Cancer,https://www.pfizer.com/news/press-release/press-release-detail/fda-grants-full-approval-tivdakr-treat-recurrent-or,2024-04-29,regulatory approval
Pfizer Highlights Progress in Accelerating Breakthrough Cancer Medicines at ASCO 2024 Annual Meeting,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-highlights-progress-accelerating-breakthrough-cancer,2024-04-29,clinical trial update
"U.S. FDA Approves Pfizer’s BEQVEZ™ (fidanacogene elaparvovec-dzkt), a One-Time Gene Therapy for Adults with Hemophilia B",https://www.pfizer.com/news/press-release/press-release-detail/us-fda-approves-pfizers-beqveztm-fidanacogene-elaparvovec,2024-04-26,regulatory approval
Pfizer Announces 2024 Shareholder Meeting Preliminary Results,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-announces-2024-shareholder-meeting-preliminary,2024-04-25,financial news
Pfizer Declares Second-Quarter 2024 Dividend,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-declares-second-quarter-2024-dividend,2024-04-24,financial news
European Commission Approves Pfizer’s EMBLAVEO® for Patients with Multidrug-Resistant Infections and Limited Treatment Options,https://www.pfizer.com/news/press-release/press-release-detail/european-commission-approves-pfizers-emblaveor-patients,2024-04-22,regulatory approval
Pfizer Invites Shareholders to Attend Virtual-Only 2024 Annual Meeting of Shareholders on April 25,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-shareholders-attend-virtual-only-2024-annual,2024-04-11,financial news
Pfizer Announces Positive Top-Line Results from Phase 3 Study of ABRYSVO® in Adults Aged 18 to 59 at Increased Risk for RSV Disease,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-announces-positive-top-line-results-phase-3-study-1,2024-04-09,clinical trial update
Pfizer Invites Public to View and Listen to Webcast of May 1 Conference Call with Analysts,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-may-1,2024-03-20,financial news
European Commission Approves Pfizer’s PREVENAR 20® to Help Protect Infants and Children Against Pneumococcal Disease,https://www.pfizer.com/news/press-release/press-release-detail/european-commission-approves-pfizers-prevenar-20r-help,2024-03-13,regulatory approval
Pfizer Announces Positive Overall Survival in Phase 3 Trial of ADCETRIS® Regimen in Patients with Relapsed/​Refractory Diffuse Large B-cell Lymphoma (DLBCL),https://www.pfizer.com/news/press-release/press-release-detail/pfizer-announces-positive-overall-survival-phase-3-trial,2024-03-12,clinical trial update
Pfizer Invites Public to Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-listen-webcast-pfizer-discussion-17,2024-03-05,financial news
"Pfizer Oncology Hosts Innovation Day, Highlighting Fully Integrated Organization, Robust Portfolio, and Strategic Priorities to Drive Long-Term Sustainable Growth",https://www.pfizer.com/news/press-release/press-release-detail/pfizer-oncology-hosts-innovation-day-highlighting-fully,2024-02-29,management update
Pfizer Announces Positive Top-Line Data for Full Season Two Efficacy of ABRYSVO® for RSV in Older Adults,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-announces-positive-top-line-data-full-season-two,2024-02-29,clinical trial update
Pfizer Invites Public to Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-listen-webcast-pfizer-discussion-16,2024-02-26,financial news
European Commission Approves Pfizer’s VELSIPITY® for Patients with Moderately to Severely Active Ulcerative Colitis,https://www.pfizer.com/news/press-release/press-release-detail/european-commission-approves-pfizers-velsipityr-patients,2024-02-19,regulatory approval
Pfizer Invites Public to Register for Webcast of Pfizer Oncology Innovation Day,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-register-webcast-pfizer-oncology,2024-02-15,financial news
UT Southwestern collaborates with Pfizer  to develop improved RNA Delivery Technologies,https://www.pfizer.com/news/press-release/press-release-detail/ut-southwestern-collaborates-pfizer-develop-improved-rna,2024-02-12,partnerships
"Breaking Barriers in Cancer Care: The American Cancer Society and Pfizer Announce a $15 Million, Three-Year Initiative to Bridge the Gap in Cancer Care Disparities",https://www.pfizer.com/news/press-release/press-release-detail/breaking-barriers-cancer-care-american-cancer-society-and,2024-02-05,partnerships
Pfizer Reports Full-Year 2023 Results and Reaffirms Full-Year 2024 Financial Guidance,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-reports-full-year-2023-results-and-reaffirms-full,2024-01-30,financial news
European Medicines Agency Validates Type II Variation Application for PADCEV® (enfortumab vedotin) with KEYTRUDA® (pembrolizumab) for First-Line Treatment of Advanced Bladder Cancer,https://www.pfizer.com/news/press-release/press-release-detail/european-medicines-agency-validates-type-ii-variation,2024-01-26,regulatory approval
Pfizer Recommends Shareholders Reject the Below-Market Mini-Tender Offer by TRC Capital Investment Corporation,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-recommends-shareholders-reject-below-market-mini,2024-01-10,financial news
TIVDAK® Supplemental Biologics License Application Accepted for Priority Review by FDA for Patients with Recurrent or Metastatic Cervical Cancer,https://www.pfizer.com/news/press-release/press-release-detail/tivdakr-supplemental-biologics-license-application-accepted,2024-01-09,regulatory approval
European Commission Approves Pfizer’s TALZENNA® in Combination with XTANDI® for Adult Patients with Metastatic Castration-Resistant Prostate Cancer,https://www.pfizer.com/news/press-release/press-release-detail/european-commission-approves-pfizers-talzennar-combination,2024-01-08,regulatory approval
Pfizer Invites Public to Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-listen-webcast-pfizer-discussion-15,2024-01-02,financial news
Pfizer Invites Public to View and Listen to Webcast of January 30 Conference Call with Analysts,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-january-30,2023-12-19,financial news
PADCEV® (enfortumab vedotin-ejfv) with KEYTRUDA® (pembrolizumab) Approved by FDA as the First and Only ADC Plus PD-1 to Treat Advanced Bladder Cancer,https://www.pfizer.com/news/press-release/press-release-detail/padcevr-enfortumab-vedotin-ejfv-keytrudar-pembrolizumab,2023-12-15,regulatory approval
Pfizer Declares First-Quarter 2024 Dividend,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-declares-first-quarter-2024-dividend,2023-12-14,financial news
Pfizer Completes Acquisition of Seagen,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-completes-acquisition-seagen,2023-12-14,management update
Pfizer Provides Full-Year 2024 Guidance,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-provides-full-year-2024-guidance,2023-12-13,financial news
FDA and EMA Accept Marstacimab Regulatory Submissions for the Treatment of Hemophilia A and B,https://www.pfizer.com/news/press-release/press-release-detail/fda-and-ema-accept-marstacimab-regulatory-submissions,2023-12-11,regulatory approval
Marstacimab Phase 3 Data Presented at ASH 2023 Demonstrate Significant Bleed Reduction in Hemophilia A and B,https://www.pfizer.com/news/press-release/press-release-detail/marstacimab-phase-3-data-presented-ash-2023-demonstrate,2023-12-09,clinical trial update
European Commission Approves Pfizer’s ELREXFIO® for Relapsed and Refractory Multiple Myeloma,https://www.pfizer.com/news/press-release/press-release-detail/european-commission-approves-pfizers-elrexfior-relapsed-and,2023-12-08,regulatory approval
Arvinas and Pfizer Announce Interim Data from Phase 1b Trial of Vepdegestrant in Combination with Palbociclib (IBRANCE®) and Plans to Expand Vepdegestrant Development Program,https://www.pfizer.com/news/press-release/press-release-detail/arvinas-and-pfizer-announce-interim-data-phase-1b-trial,2023-12-05,clinical trial update
"Pfizer and Valneva Complete Recruitment for Phase 3 VALOR Trial for Lyme Disease Vaccine Candidate, VLA15",https://www.pfizer.com/news/press-release/press-release-detail/pfizer-and-valneva-complete-recruitment-phase-3-valor-trial,2023-12-04,clinical trial update
"Pfizer Announces Topline Phase 2b Results of Oral GLP-1R Agonist, Danuglipron, in Adults with Obesity",https://www.pfizer.com/news/press-release/press-release-detail/pfizer-announces-topline-phase-2b-results-oral-glp-1r,2023-12-01,clinical trial update
Arvinas and Pfizer Announce Updated Vepdegestrant (ARV-471) Data to be Presented at the 2023 San Antonio Breast Cancer Symposium,https://www.pfizer.com/news/press-release/press-release-detail/arvinas-and-pfizer-announce-updated-vepdegestrant-arv-471,2023-11-28,clinical trial update
Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-20,2023-11-21,financial news
Pfizer and Astellas' XTANDI® Approved by U.S. FDA in Earlier Prostate Cancer Treatment Setting,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-and-astellas-xtandir-approved-us-fda-earlier,2023-11-16,regulatory approval
Pfizer Highlights Scientific Advances from Growing Hematology Portfolio at American Society of Hematology Annual Meeting,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-highlights-scientific-advances-growing-hematology,2023-11-02,clinical trial update
Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-19,2023-11-02,financial news
Stanford Medicine Launches New Global Health Scholars Program for African Physicians,https://www.pfizer.com/news/press-release/press-release-detail/stanford-medicine-launches-new-global-health-scholars,2023-11-01,partnerships
Pfizer Reports Third-Quarter 2023 Results,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-reports-third-quarter-2023-results,2023-10-31,financial news
Pfizer and BioNTech Announce Positive Topline Data for mRNA-based Combination Vaccine Program Against Influenza and COVID-19,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-and-biontech-announce-positive-topline-data-mrna,2023-10-26,clinical trial update
"FDA Approves PENBRAYA™, the First and Only Vaccine for the Prevention of the Five Most Common Serogroups Causing Meningococcal Disease in Adolescents",https://www.pfizer.com/news/press-release/press-release-detail/fda-approves-penbrayatm-first-and-only-vaccine-prevention,2023-10-20,regulatory approval
Arvinas and Pfizer Announce Upcoming Vepdegestrant (ARV-0) Poster Presentation at ESMO Congress 2023,https://www.pfizer.com/news/press-release/press-release-detail/arvinas-and-pfizer-announce-upcoming-vepdegestrant-arv-0,2023-10-15,clinical trial update
Pfizer Amends U.S. Government Paxlovid Supply Agreement and Updates Full-Year 2023 Guidance,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-amends-us-government-paxlovid-supply-agreement-and,2023-10-13,commercialized drug update
U.S. FDA Approves Pfizer’s VELSIPITY™ for Adults with Moderately to Severely Active Ulcerative Colitis (UC),https://www.pfizer.com/news/press-release/press-release-detail/us-fda-approves-pfizers-velsipitytm-adults-moderately,2023-10-13,regulatory approval
Pfizer Presents New Data at IDWeek 2023 Highlighting Advances in Prevention and Treatment of Certain Respiratory Illnesses and Other Infectious Diseases,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-presents-new-data-idweek-2023-highlighting-advances,2023-10-05,clinical trial update
Pfizer Declares Fourth-Quarter 2023 Dividend,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-declares-fourth-quarter-2023-dividend,2023-10-04,financial news
Pfizer Broadens Portfolio of Respiratory Vaccines Recommended by CDC Advisory Committee with ABRYSVO™ for RSV,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-broadens-portfolio-respiratory-vaccines-recommended,2023-09-22,regulatory approval
Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-18,2023-09-19,management update
European Commission Approves Pfizer’s LITFULO™ for Adolescents and Adults With Severe Alopecia Areata,https://www.pfizer.com/news/press-release/press-release-detail/european-commission-approves-pfizers-litfulotm-adolescents,2023-09-19,regulatory approval
Pfizer Invites Public to View and Listen to Webcast of October 31 Conference Call with Analysts,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-october-31,2023-09-18,management update
Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-17,2023-09-12,management update
Pfizer and BioNTech Receive U.S. FDA Approval for 2023-2024 COVID-19 Vaccine,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-and-biontech-receive-us-fda-approval-2023-2024-covid,2023-09-11,regulatory approval
Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-16,2023-09-05,management update
Pfizer Invites Public to View and Listen to Two Webcasts of Pfizer Discussions at Healthcare Conferences,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-two-webcasts-pfizer-0,2023-08-30,management update
Pfizer and BioNTech Receive Positive CHMP Opinion for Omicron XBB.1.5-adapted COVID-19 Vaccine in the European Union,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-and-biontech-receive-positive-chmp-opinion-omicron-2,2023-08-30,regulatory approval
European Commission Approves Pfizer’s ABRYSVO™ to Help Protect Infants through Maternal Immunization and Older Adults from RSV,https://www.pfizer.com/news/press-release/press-release-detail/european-commission-approves-pfizers-abrysvotm-help-protect,2023-08-24,regulatory approval
FDA Grants Priority Review for XTANDI® in Non-Metastatic Castration-Sensitive Prostate Cancer with High-Risk Biochemical Recurrence,https://www.pfizer.com/news/press-release/press-release-detail/fda-grants-priority-review-xtandir-non-metastatic,2023-08-23,regulatory approval
"U.S. FDA Approves ABRYSVO™, Pfizer’s Vaccine for the Prevention of Respiratory Syncytial Virus (RSV) in Infants Through Active Immunization of Pregnant Individuals 32-36 Weeks of Gestational Age",https://www.pfizer.com/news/press-release/press-release-detail/us-fda-approves-abrysvotm-pfizers-vaccine-prevention-0,2023-08-21,regulatory approval
Pfizer’s ELREXFIO™ Receives U.S. FDA Accelerated Approval for Relapsed or Refractory Multiple Myeloma,https://www.pfizer.com/news/press-release/press-release-detail/pfizers-elrexfiotm-receives-us-fda-accelerated-approval,2023-08-14,regulatory approval
"Bill & Melinda Gates Foundation, Children’s Investment Fund Foundation, Pfizer and Becton, Dickinson & Company Expand Partnership for Greater Access to Injectable Contraceptive for Women in Low- and Lower-Middle-Income Countries",https://www.pfizer.com/news/press-release/press-release-detail/bill-melinda-gates-foundation-childrens-investment-fund,2023-08-03,management update
Pfizer Reports Second-Quarter 2023 Results,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-reports-second-quarter-2023-results,2023-08-01,financial news
"Arvinas and Pfizer Awarded Innovation Passport Designation by the U.K. Innovative Licensing and Access Pathway Steering Group for Vepdegestrant, an Investigational PROTAC® ER degrader being developed in ER+/HER2- Breast Cancer",https://www.pfizer.com/news/press-release/press-release-detail/arvinas-and-pfizer-awarded-innovation-passport-designation,2023-07-31,management update
Pfizer Announces Executive Leadership to Advance Oncology Research and Development Strategy,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-announces-executive-leadership-advance-oncology,2023-07-27,management update
Pfizer Announces Post-Tornado Relief Plans for Rocky Mount Community and Manufacturing Facility,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-announces-post-tornado-relief-plans-rocky-mount,2023-07-21,management update
Pfizer Announces New England Journal of Medicine Publication on Group B Streptococcus (GBS) Maternal Vaccine Candidate,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-announces-new-england-journal-medicine-publication,2023-07-19,clinical trial update
Flagship Pioneering and Pfizer Partner to Accelerate Development of Innovative Medicines Targeting Unmet Needs,https://www.pfizer.com/news/press-release/press-release-detail/flagship-pioneering-and-pfizer-partner-accelerate,2023-07-18,management update
"FDA Approves Pfizer’s NGENLA™, a Long-Acting Once-Weekly Treatment for Pediatric Growth Hormone Deficiency",https://www.pfizer.com/news/press-release/press-release-detail/fda-approves-pfizers-ngenlatm-long-acting-once-weekly,2023-06-28,regulatory approval
FDA Accepts Pfizer’s Application for Hemophilia B Gene Therapy Fidanacogene Elaparvovec,https://www.pfizer.com/news/press-release/press-release-detail/fda-accepts-pfizers-application-hemophilia-b-gene-therapy,2023-06-27,regulatory approval
