title,url,date,tags,excerpt
Merck to Participate in the Citi 2024 Global Healthcare Conference,https://www.merck.com/news/merck-to-participate-in-the-citi-2024-global-healthcare-conference/,"November 26, 2024",management update,
Merck Announces Pivotal Phase 3 ZENITH Trial Evaluating WINREVAIR™ (sotatercept-csrk) Met Primary Endpoint at Interim Analysis,https://www.merck.com/news/merck-announces-pivotal-phase-3-zenith-trial-evaluating-winrevair-sotatercept-csrk-met-primary-endpoint-at-interim-analysis/,"November 25, 2024",clinical trial update,
Merck Recommends Rejection of TRC Capital’s “Mini-Tender” Offer,https://www.merck.com/news/merck-recommends-rejection-of-trc-capitals-mini-tender-offer-2/,"November 22, 2024",financial news,
Merck to Participate in the 7th Annual Evercore ISI HealthCONx Conference,https://www.merck.com/news/merck-to-participate-in-the-7th-annual-evercore-isi-healthconx-conference/,"November 22, 2024",management update,
Merck’s WELIREG® (belzutifan) Approved in China for the Treatment of Adult Patients With Certain Types of Von Hippel-Lindau (VHL) Disease-Associated Tumors,https://www.merck.com/news/mercks-welireg-belzutifan-approved-in-china-for-the-treatment-of-adult-patients-with-certain-types-of-von-hippel-lindau-vhl-disease-associated-tumors/,"November 22, 2024",regulatory approval,
Surendralal Karsanbhai Elected to Merck Board of Directors,https://www.merck.com/news/surendralal-karsanbhai-elected-to-merck-board-of-directors/,"November 22, 2024",management update,
Merck Data at the ASH 2024 Annual Meeting Highlights Promising Hematology Pipeline With Diverse Range of Investigational Assets and Novel Modalities,https://www.merck.com/news/merck-data-at-the-ash-2024-annual-meeting-highlights-promising-hematology-pipeline-with-diverse-range-of-investigational-assets-and-novel-modalities/,"November 21, 2024",clinical trial update,
Merck Announces First-Quarter 2025 Dividend,https://www.merck.com/news/merck-announces-first-quarter-2025-dividend/,"November 19, 2024",Financial News,
Merck Announces Phase 3 Trial of Subcutaneous Pembrolizumab With Berahyaluronidase Alfa Met Primary Endpoints,https://www.merck.com/news/merck-announces-phase-3-trial-of-subcutaneous-pembrolizumab-with-berahyaluronidase-alfa-met-primary-endpoints/,"November 19, 2024",clinical trial update,
Merck Receives Positive EU CHMP Opinion for KEYTRUDA® (pembrolizumab) Plus Chemotherapy as First-Line Treatment for Adult Patients With Unresectable Non-Epithelioid Malignant Pleural Mesothelioma (MPM),https://www.merck.com/news/merck-receives-positive-eu-chmp-opinion-for-keytruda-pembrolizumab-plus-chemotherapy-as-first-line-treatment-for-adult-patients-with-unresectable-non-epithelioid-malignant-pleural-mesothelioma/,"November 15, 2024",regulatory approval,
Merck to Participate in the Jefferies London Healthcare Conference,https://www.merck.com/news/merck-to-participate-in-the-jefferies-london-healthcare-conference-2/,"November 14, 2024",management update,
"Merck Enters into Exclusive Global License for LM-299, An Investigational Anti-PD-1/VEGF Bispecific Antibody from LaNova Medicines Ltd.",https://www.merck.com/news/merck-enters-into-exclusive-global-license-for-lm-299-an-investigational-anti-pd-1-vegf-bispecific-antibody-from-lanova-medicines-ltd/,"November 14, 2024",commercialized drug update,
"KOSELUGO® (selumetinib) Showed Significant and Clinically Meaningful Improvement in Objective Response Rate Versus Placebo in Adults With Neurofibromatosis Type 1 who Have Symptomatic, Inoperable Plexiform Neurofibromas in Global Phase 3 KOMET Trial",https://www.merck.com/news/koselugo-selumetinib-showed-significant-and-clinically-meaningful-improvement-in-objective-response-rate-versus-placebo-in-adults-with-neurofibromatosis-type-1-who-have-symptomatic-inoperable/,"November 12, 2024",clinical trial update,
Merck to Present New Data From GARDASIL®9 Studies Reinforcing the Importance of Gender-Neutral HPV Vaccination in Adults Up to Age 45 at the International Papillomavirus Conference (IPVC) 2024,https://www.merck.com/news/merck-to-present-new-data-from-gardasil9-studies-reinforcing-the-importance-of-gender-neutral-hpv-vaccination-in-adults-up-to-age-45-at-the-international-papillomavirus-conference-ipvc-2024/,"November 12, 2024",clinical trial update,
Merck to Participate in the UBS Global Healthcare Conference,https://www.merck.com/news/merck-to-participate-in-the-ubs-global-healthcare-conference/,"November 06, 2024",management update,
Merck Announces Third-Quarter 2024 Financial Results,https://www.merck.com/news/merck-announces-third-quarter-2024-financial-results/,"October 31, 2024",Financial News,
Merck and Moderna Initiate Phase 3 Trial Evaluating Adjuvant V940 (mRNA-4157) in Combination with KEYTRUDA® (pembrolizumab) After Neoadjuvant KEYTRUDA and Chemotherapy in Patients With Certain Types of Non-Small Cell Lung Cancer (NSCLC),https://www.merck.com/news/merck-and-moderna-initiate-phase-3-trial-evaluating-adjuvant-v940-mrna-4157-in-combination-with-keytruda-pembrolizumab-after-neoadjuvant-keytruda-and-chemotherapy-in-patients-with-certain-ty/,"October 28, 2024",clinical trial update,
Merck’s KEYTRUDA® (pembrolizumab) Receives 30th Approval From European Commission With Two New Indications in Gynecologic Cancers,https://www.merck.com/news/mercks-keytruda-pembrolizumab-receives-30th-approval-from-european-commission-with-two-new-indications-in-gynecologic-cancers/,2024-10-24,regulatory approval,
CDC’S ACIP Recommends Merck’s CAPVAXIVE™ (Pneumococcal 21-valent Conjugate Vaccine) for Pneumococcal Vaccination in Adults 50 Years of Age and Older,https://www.merck.com/news/cdcs-acip-recommends-mercks-capvaxive-pneumococcal-21-valent-conjugate-vaccine-for-pneumococcal-vaccination-in-adults-50-years-of-age-and-older/,2024-10-23,regulatory approval,
Gilead and Merck Announce Phase 2 Data Showing a Treatment Switch to an Investigational Oral Once-Weekly Combination Regimen of Islatravir and Lenacapavir Maintained Viral Suppression in Adults at Week 48,https://www.merck.com/news/gilead-and-merck-announce-phase-2-data-showing-a-treatment-switch-to-an-investigational-oral-once-weekly-combination-regimen-of-islatravir-and-lenacapavir-maintained-viral-suppression-in-adults-at-wee/,2024-10-19,clinical trial update,
"Merck’s Clesrovimab (MK-1654), an Investigational Respiratory Syncytial Virus (RSV) Preventative Monoclonal Antibody, Significantly Reduced Incidence of RSV Disease and Hospitalization in Healthy Preterm and Full-term Infants",https://www.merck.com/news/mercks-clesrovimab-mk-1654-an-investigational-respiratory-syncytial-virus-rsv-preventative-monoclonal-antibody-significantly-reduced-incidence-of-rsv-disease-and-hospitalization-in-heal/,2024-10-17,clinical trial update,
Merck’s CAPVAXIVE™ (Pneumococcal 21-valent Conjugate Vaccine) Demonstrates Positive Immune Responses in Adults with Increased Risk for Pneumococcal Disease,https://www.merck.com/news/mercks-capvaxive-pneumococcal-21-valent-conjugate-vaccine-demonstrates-positive-immune-responses-in-adults-with-increased-risk-for-pneumococcal-disease/,2024-10-16,clinical trial update,
Exelixis and Merck Sign Clinical Development Collaboration to Evaluate Investigational Zanzalintinib in Combination With KEYTRUDA® (pembrolizumab) in Head and Neck Cancer and in Combination With WELIREG® (belzutifan) in Renal Cell Carcinoma,https://www.merck.com/news/exelixis-and-merck-sign-clinical-development-collaboration-to-evaluate-investigational-zanzalintinib-in-combination-with-keytruda-pembrolizumab-in-head-and-neck-cancer-and-in-combination-with/,2024-10-14,clinical trial update,
New Data to be Presented at IDWeek 2024 Reinforce Merck’s Broad and Diverse Vaccines and Infectious Disease Pipeline and Portfolio,https://www.merck.com/news/new-data-to-be-presented-at-idweek-2024-reinforce-mercks-broad-and-diverse-vaccines-and-infectious-disease-pipeline-and-portfolio/,2024-10-09,clinical trial update,
"Merck’s KEYTRUDA® (pembrolizumab) Met Primary Endpoint of Event-Free Survival (EFS) as Perioperative Treatment Regimen in Patients With Resected, Locally Advanced Head and Neck Squamous Cell Carcinoma",https://www.merck.com/news/mercks-keytruda-pembrolizumab-met-primary-endpoint-of-event-free-survival-efs-as-perioperative-treatment-regimen-in-patients-with-resected-locally-advanced-head-and-neck-squamous-c/,2024-10-08,clinical trial update,
"Merck Completes Acquisition of Investigational B-Cell Depletion Therapy, CN201, from Curon Biopharmaceutical",https://www.merck.com/news/merck-completes-acquisition-of-investigational-b-cell-depletion-therapy-cn201-from-curon-biopharmaceutical/,2024-10-01,management update,
Merck to Hold Third-Quarter 2024 Sales and Earnings Conference Call Oct. 31,https://www.merck.com/news/merck-to-hold-third-quarter-2024-sales-and-earnings-conference-call-oct-31/,2024-10-01,financial news,
"Merck to Present New Long-Term Data for Tulisokibart (MK-7240), an Investigational Anti-TL1A Monoclonal Antibody, in Inflammatory Bowel Disease at UEG Week 2024",https://www.merck.com/news/merck-to-present-new-long-term-data-for-tulisokibart-mk-7240-an-investigational-anti-tl1a-monoclonal-antibody-in-inflammatory-bowel-disease-at-ueg-week-2024/,2024-09-26,clinical trial update,
Merck Provides Update on Phase 3 KEYFORM-007 Trial Evaluating Investigational Fixed-Dose Combination of Favezelimab and Pembrolizumab for Patients With Previously Treated PD-L1 Positive Microsatellite Stable Metastatic Colorectal Cancer,https://www.merck.com/news/merck-provides-update-on-phase-3-keyform-007-trial-evaluating-investigational-fixed-dose-combination-of-favezelimab-and-pembrolizumab-for-patients-with-previously-treated-pd-l1-positive-microsatellite/,2024-09-25,clinical trial update,
Merck’s KEYTRUDA® (pembrolizumab) Receives New Approvals in Japan for Certain Patients With Non-Small Cell Lung Carcinoma (NSCLC) and Radically Unresectable Urothelial Carcinoma,https://www.merck.com/news/mercks-keytruda-pembrolizumab-receives-new-approvals-in-japan-for-certain-patients-with-non-small-cell-lung-carcinoma-nsclc-and-radically-unresectable-urothelial-carcinoma/,2024-09-25,regulatory approval,
Merck Receives Positive EU CHMP Opinions for KEYTRUDA® (pembrolizumab) Regimens as Treatment for Patients With Two Types of Gynecologic Cancers,https://www.merck.com/news/merck-receives-positive-eu-chmp-opinions-for-keytruda-pembrolizumab-regimens-as-treatment-for-patients-with-two-types-of-gynecologic-cancers/,2024-09-20,regulatory approval,
FDA Approves Merck’s KEYTRUDA® (pembrolizumab) Plus Pemetrexed and Platinum Chemotherapy as First-Line Treatment for Adult Patients With Unresectable Advanced or Metastatic Malignant Pleural Mesothelioma (MPM),https://www.merck.com/news/fda-approves-mercks-keytruda-pembrolizumab-plus-pemetrexed-and-platinum-chemotherapy-as-first-line-treatment-for-adult-patients-with-unresectable-advanced-or-metastatic-malignant-pleu/,2024-09-18,regulatory approval,
Patritumab Deruxtecan Demonstrated Statistically Significant Improvement in Progression-Free Survival Versus Doublet Chemotherapy in Patients with Locally Advanced or Metastatic EGFR-Mutated Non-Small Cell Lung Cancer in HERTHENA-Lung02 Phase 3 Trial,https://www.merck.com/news/patritumab-deruxtecan-demonstrated-statistically-significant-improvement-in-progression-free-survival-versus-doublet-chemotherapy-in-patients-with-locally-advanced-or-metastatic-egfr-mutated-non-small/,2024-09-17,clinical trial update,
KEYTRUDA® (pembrolizumab) Plus Chemotherapy Before Surgery and Continued as Single Agent After Surgery Reduced Risk of Death by More Than One-Third (34%) Versus Neoadjuvant Chemotherapy in High-Risk Early-Stage Triple-Negative Breast Cancer (TNBC),https://www.merck.com/news/keytruda-pembrolizumab-plus-chemotherapy-before-surgery-and-continued-as-single-agent-after-surgery-reduced-risk-of-death-by-more-than-one-third-34-versus-neoadjuvant-chemotherapy-in-high-ri/,2024-09-15,clinical trial update,
Ten-Year Data for Merck’s KEYTRUDA® (pembrolizumab) Demonstrates Sustained Overall Survival Benefit Versus Ipilimumab in Advanced Melanoma,https://www.merck.com/news/ten-year-data-for-mercks-keytruda-pembrolizumab-demonstrates-sustained-overall-survival-benefit-versus-ipilimumab-in-advanced-melanoma/,2024-09-15,clinical trial update,
"KEYTRUDA® (pembrolizumab) Plus LENVIMA® (lenvatinib) in Combination With Transarterial Chemoembolization Significantly Improved Progression-Free Survival Compared to TACE Alone in Patients With Unresectable, Non-Metastatic Hepatocellular Carcinoma",https://www.merck.com/news/keytruda-pembrolizumab-plus-lenvima-lenvatinib-in-combination-with-transarterial-chemoembolization-significantly-improved-progression-free-survival-compared-to-tace-alone-in-patients-w/,2024-09-14,clinical trial update,
Merck’s KEYTRUDA® (pembrolizumab) Plus Chemoradiotherapy (CRT) Reduced Risk of Death by 33% Versus CRT Alone in Patients With Newly Diagnosed High-Risk Locally Advanced Cervical Cancer,https://www.merck.com/news/mercks-keytruda-pembrolizumab-plus-chemoradiotherapy-crt-reduced-risk-of-death-by-33-versus-crt-alone-in-patients-with-newly-diagnosed-high-risk-locally-advanced-cervical-cancer/,2024-09-14,clinical trial update,
KEYTRUDA® (pembrolizumab) Plus Trastuzumab and Chemotherapy Significantly Improved Overall Survival (OS) Versus Trastuzumab and Chemotherapy Alone in First-Line Treatment of Patients With HER2-Positive Advanced Gastric or GEJ Adenocarcinoma,https://www.merck.com/news/keytruda-pembrolizumab-plus-trastuzumab-and-chemotherapy-significantly-improved-overall-survival-os-versus-trastuzumab-and-chemotherapy-alone-in-first-line-treatment-of-patients-with-her2-po/,2024-09-14T00:00:00,clinical trial update,
Merck to Participate in the Bank of America 2024 Global Healthcare Conference,https://www.merck.com/news/merck-to-participate-in-the-bank-of-america-2024-global-healthcare-conference/,2024-09-11T00:00:00,financial news,
Merck Announces Positive Top-line Results from Phase 3 Trial Evaluating Efficacy and Safety of GARDASIL®9 in Japanese Males,https://www.merck.com/news/merck-announces-positive-top-line-results-from-phase-3-trial-evaluating-efficacy-and-safety-of-gardasil9-in-japanese-males/,2024-09-11T00:00:00,clinical trial update,
Ifinatamab Deruxtecan Continues to Demonstrate Promising Objective Response Rates in Patients with Extensive-Stage Small Cell Lung Cancer in IDeate-Lung01 Phase 2 Trial,https://www.merck.com/news/ifinatamab-deruxtecan-continues-to-demonstrate-promising-objective-response-rates-in-patients-with-extensive-stage-small-cell-lung-cancer-in-ideate-lung01-phase-2-trial/,2024-09-07T00:00:00,clinical trial update,
Merck to Present Survival Data and New Research on 10 Investigational or Approved Medicines at ESMO Congress 2024,https://www.merck.com/news/merck-to-present-survival-data-and-new-research-on-10-investigational-or-approved-medicines-at-esmo-congress-2024/,2024-09-04T00:00:00,clinical trial update,
Merck and EyeBio Announce Initiation of Phase 2b/3 Clinical Trial for Restoret™ for the Treatment of Diabetic Macular Edema,https://www.merck.com/news/merck-and-eyebio-announce-initiation-of-phase-2b-3-clinical-trial-for-restoret-for-the-treatment-of-diabetic-macular-edema/,2024-09-04T00:00:00,clinical trial update,
European Commission Approves Merck’s KEYTRUDA® (pembrolizumab) Plus Padcev® (enfortumab vedotin-ejfv) as First-Line Treatment of Unresectable or Metastatic Urothelial Carcinoma in Adults,https://www.merck.com/news/european-commission-approves-mercks-keytruda-pembrolizumab-plus-padcev-enfortumab-vedotin-ejfv-as-first-line-treatment-of-unresectable-or-metastatic-urothelial-carcinoma-in-ad/,2024-09-03T00:00:00,regulatory approval,
Merck to Participate in the Morgan Stanley 22nd Annual Global Healthcare Conference,https://www.merck.com/news/merck-to-participate-in-the-morgan-stanley-22nd-annual-global-healthcare-conference/,2024-08-29T00:00:00,financial news,
Merck Provides Update on Phase 3 KEYNOTE-867 and KEYNOTE-630 Trials,https://www.merck.com/news/merck-provides-update-on-phase-3-keynote-867-and-keynote-630-trials/,2024-08-29T00:00:00,clinical trial update,
"Merck Announces Phase 3 Trial Initiation for Bomedemstat, an Investigational Candidate for the Treatment of Certain Patients With Essential Thrombocythemia",https://www.merck.com/news/merck-announces-phase-3-trial-initiation-for-bomedemstat-an-investigational-candidate-for-the-treatment-of-certain-patients-with-essential-thrombocythemia/,2024-08-27T00:00:00,clinical trial update,
"Merck Receives European Commission Approval for WINREVAIR™ (sotatercept) in Combination With Other Pulmonary Arterial Hypertension (PAH) Therapies, for the Treatment of PAH in Adult Patients With Functional Class II-III",https://www.merck.com/news/merck-receives-european-commission-approval-for-winrevair-sotatercept-in-combination-with-other-pulmonary-arterial-hypertension-pah-therapies-for-the-treatment-of-pah-in-adult-patients-w/,2024-08-26,regulatory approval,
"Merck to Acquire Investigational B-Cell Depletion Therapy, CN201, from Curon Biopharmaceutical",https://www.merck.com/news/merck-to-acquire-investigational-b-cell-depletion-therapy-cn201-from-curon-biopharmaceutical/,2024-08-09,commercialized drug update,
Merck Provides Update on Phase 3 KeyVibe-008 Trial Evaluating an Investigational Fixed-Dose Combination of Vibostolimab and Pembrolizumab in Patients With Extensive-Stage Small Cell Lung Cancer,https://www.merck.com/news/merck-provides-update-on-phase-3-keyvibe-008-trial-evaluating-an-investigational-fixed-dose-combination-of-vibostolimab-and-pembrolizumab-in-patients-with-extensive-stage-small-cell-lung-cancer/,2024-08-08,clinical trial update,
Daiichi Sankyo and Merck Enter into Global Development and Commercialization Agreement for MK-6070,https://www.merck.com/news/daiichi-sankyo-and-merck-enter-into-global-development-and-commercialization-agreement-for-mk-6070/,2024-08-06,commercialized drug update,
IDeate-Lung02 Phase 3 Trial of Ifinatamab Deruxtecan Initiated in Patients With Relapsed Small Cell Lung Cancer,https://www.merck.com/news/ideate-lung02-phase-3-trial-of-ifinatamab-deruxtecan-initiated-in-patients-with-relapsed-small-cell-lung-cancer/,2024-08-01,clinical trial update,
Merck Announces Second-Quarter 2024 Financial Results,https://www.merck.com/news/merck-announces-second-quarter-2024-financial-results/,2024-07-30,financial news,
Merck Receives Positive EU CHMP Opinion for KEYTRUDA® (pembrolizumab) Plus Padcev® (enfortumab vedotin-ejfv) as First-Line Treatment for Patients With Unresectable or Metastatic Urothelial Carcinoma,https://www.merck.com/news/merck-receives-positive-eu-chmp-opinion-for-keytruda-pembrolizumab-plus-padcev-enfortumab-vedotin-ejfv-as-first-line-treatment-for-patients-with-unresectable-or-metastatic-urothelial-c/,2024-07-26,regulatory approval,
Merck Announces Fourth-Quarter 2024 Dividend,https://www.merck.com/news/merck-announces-fourth-quarter-2024-dividend/,2024-07-23,financial news,
"Merck Announces Topline Results from Phase 2b/3 Trial of Clesrovimab (MK-1654), an Investigational Respiratory Syncytial Virus Preventative Monoclonal Antibody for Infants",https://www.merck.com/news/merck-announces-topline-results-from-phase-2b-3-trial-of-clesrovimab-mk-1654-an-investigational-respiratory-syncytial-virus-preventative-monoclonal-antibody-for-infants/,2024-07-23,clinical trial update,
Merck to Share New Research and Host Community-Focused Symposia at AIDS 2024,https://www.merck.com/news/merck-to-share-new-research-and-host-community-focused-symposia-at-aids-2024/,2024-07-16,clinical trial update,
Merck Completes Acquisition of EyeBio,https://www.merck.com/news/merck-completes-acquisition-of-eyebio/,2024-07-12,Corporate News,
Merck Animal Health Completes Acquisition of Elanco’s Aqua Business,https://www.merck.com/news/merck-animal-health-completes-acquisition-of-elancos-aqua-business/,2024-07-09,Animal Health News,
"Merck and Orion Announce Mutual Exercise of Option Providing Merck Global Exclusive Rights to Opevesostat, an Investigational CYP11A1 Inhibitor, for the Treatment of Metastatic Castration-Resistant Prostate Cancer",https://www.merck.com/news/merck-and-orion-announce-mutual-exercise-of-option-providing-merck-global-exclusive-rights-to-opevesostat-an-investigational-cyp11a1-inhibitor-for-the-treatment-of-metastatic-castration-resistant-pr/,2024-07-01,Research and Development News,
Merck to Hold Second-Quarter 2024 Sales and Earnings Conference Call July 30,https://www.merck.com/news/merck-to-hold-second-quarter-2024-sales-and-earnings-conference-call-july-30/,2024-07-01,Financial News,
Merck Receives Positive EU CHMP Opinion for WINREVAIR™ (sotatercept) in Pulmonary Arterial Hypertension (PAH),https://www.merck.com/news/merck-receives-positive-eu-chmp-opinion-for-winrevair-sotatercept-in-pulmonary-arterial-hypertension-pah/,2024-06-28,Regulatory Approval,
CDC’S ACIP Unanimously Recommends Merck’s CAPVAXIVE™ (Pneumococcal 21-valent Conjugate Vaccine) for Pneumococcal Vaccination in Appropriate Adults,https://www.merck.com/news/cdcs-acip-unanimously-recommends-mercks-capvaxive-pneumococcal-21-valent-conjugate-vaccine-for-pneumococcal-vaccination-in-appropriate-adults/,2024-06-27,Regulatory Approval,
Patritumab Deruxtecan BLA Submission Receives Complete Response Letter from FDA Due to Inspection Findings at Third-Party Manufacturer,https://www.merck.com/news/patritumab-deruxtecan-bla-submission-receives-complete-response-letter-from-fda-due-to-inspection-findings-at-third-party-manufacturer/,2024-06-26,Regulatory Approval,
USDA Approves Merck Animal Health’s NOBIVAC® NXT Canine Flu H3N2 – The First and Only RNA-Particle Technology Vaccine for Canine Influenza,https://www.merck.com/news/usda-approves-merck-animal-healths-nobivac-nxt-canine-flu-h3n2-the-first-and-only-rna-particle-technology-vaccine-for-canine-influenza/,2024-06-25,Animal Health News,
U.S. FDA Approves CAPVAXIVE™ (Pneumococcal 21-valent Conjugate Vaccine) for Prevention of Invasive Pneumococcal Disease and Pneumococcal Pneumonia in Adults,https://www.merck.com/news/u-s-fda-approves-capvaxive-pneumococcal-21-valent-conjugate-vaccine-for-prevention-of-invasive-pneumococcal-disease-and-pneumococcal-pneumonia-in-adults/,2024-06-17,Regulatory Approval,
FDA Approves Merck’s KEYTRUDA® (pembrolizumab) Plus Carboplatin and Paclitaxel as Treatment for Adult Patients With Primary Advanced or Recurrent Endometrial Carcinoma,https://www.merck.com/news/fda-approves-mercks-keytruda-pembrolizumab-plus-carboplatin-and-paclitaxel-as-treatment-for-adult-patients-with-primary-advanced-or-recurrent-endometrial-carcinoma/,2024-06-17,Regulatory Approval,
Merck to Participate in the Goldman Sachs 45th Annual Global Healthcare Conference,https://www.merck.com/news/merck-to-participate-in-the-goldman-sachs-45th-annual-global-healthcare-conference/,2024-06-05,Financial News,
Moderna & Merck Announce 3-Year Data For mRNA-4157 (V940) in Combination With KEYTRUDA® (pembrolizumab) Demonstrated Sustained Improvement in Recurrence-Free Survival & Distant Metastasis-Free Survival Versus KEYTRUDA in Patients With High-Risk Stage III/IV Melanoma Following Complete Resection,https://www.merck.com/news/moderna-merck-announce-3-year-data-for-mrna-4157-v940-in-combination-with-keytruda-pembrolizumab-demonstrated-sustained-improvement-in-recurrence-free-survival-distant-metastasis-free-su/,2024-06-03,clinical trial update,
FDA Grants Priority Review to Merck’s Application for KEYTRUDA® (pembrolizumab) Plus Chemotherapy as First-Line Treatment of Patients With Unresectable Advanced or Metastatic Malignant Pleural Mesothelioma,https://www.merck.com/news/fda-grants-priority-review-to-mercks-application-for-keytruda-pembrolizumab-plus-chemotherapy-as-first-line-treatment-of-patients-with-unresectable-advanced-or-metastatic-malignant-pl/,2024-05-29,regulatory approval,
Merck to Acquire EyeBio,https://www.merck.com/news/merck-to-acquire-eyebio/,2024-05-29,management update,
Merck Announces Third-Quarter 2024 Dividend,https://www.merck.com/news/merck-announces-third-quarter-2024-dividend/,2024-05-28,Financial News,
Merck Announces Phase 3 KEYNOTE-522 Trial Met its Overall Survival (OS) Endpoint in Patients With High-Risk Early-Stage Triple Negative Breast Cancer (TNBC),https://www.merck.com/news/merck-announces-phase-3-keynote-522-trial-met-its-overall-survival-os-endpoint-in-patients-with-high-risk-early-stage-triple-negative-breast-cancer-tnbc/,2024-05-28,clinical trial update,
Merck to Present New Data at 2024 ASCO Annual Meeting Demonstrating Advancements in Novel Oncology Treatment Approaches Across Broad Portfolio and Diverse Pipeline,https://www.merck.com/news/merck-to-present-new-data-at-2024-asco-annual-meeting-demonstrating-advancements-in-novel-oncology-treatment-approaches-across-broad-portfolio-and-diverse-pipeline/,2024-05-15,clinical trial update,
