title,url,date,tags,excerpt
Merck to Participate in the TD Cowen 44th Annual Health Care Conference,https://www.merck.com/news/merck-to-participate-in-the-td-cowen-44th-annual-health-care-conference/,2024-02-27T00:00:00,management update,
"Merck Receives Positive EU CHMP Opinion for KEYTRUDA® (pembrolizumab) in Combination With Chemotherapy as Neoadjuvant Treatment, Then Continued as Monotherapy as Adjuvant Treatment, for the Treatment of Resectable NSCLC at High Risk of Recurrence",https://www.merck.com/news/merck-receives-positive-eu-chmp-opinion-for-keytruda-pembrolizumab-in-combination-with-chemotherapy-as-neoadjuvant-treatment-then-continued-as-monotherapy-as-adjuvant-treatment-for-the-treat/,2024-02-23T00:00:00,regulatory approval,
FDA Grants Priority Review to Merck’s Application for KEYTRUDA® (pembrolizumab) Plus Chemotherapy as Treatment for Primary Advanced or Recurrent Endometrial Carcinoma,https://www.merck.com/news/fda-grants-priority-review-to-mercks-application-for-keytruda-pembrolizumab-plus-chemotherapy-as-treatment-for-primary-advanced-or-recurrent-endometrial-carcinoma/,2024-02-20T00:00:00,regulatory approval,
Merck Animal Health to Acquire Elanco’s Aqua Business,https://www.merck.com/news/merck-animal-health-to-acquire-elancos-aqua-business-2/,2024-02-05T00:00:00,management update,
Merck Announces Fourth-Quarter and Full-Year 2023 Financial Results,https://www.merck.com/news/merck-announces-fourth-quarter-and-full-year-2023-financial-results/,2024-02-01T00:00:00,financial news,
Merck’s KEYTRUDA® (pembrolizumab) Reduced the Risk of Death by 38% Versus Placebo as Adjuvant Therapy for Patients With Renal Cell Carcinoma (RCC) at an Increased Risk of Recurrence Following Nephrectomy,https://www.merck.com/news/mercks-keytruda-pembrolizumab-reduced-the-risk-of-death-by-38-versus-placebo-as-adjuvant-therapy-for-patients-with-renal-cell-carcinoma-rcc-at-an-increased-risk-of-recurrence-follow/,2024-01-27T00:00:00,clinical trial update,
Merck’s KEYTRUDA® (pembrolizumab) Significantly Improved Disease-Free Survival (DFS) as Adjuvant Therapy Versus Observation in High-Risk Patients With Localized Muscle-Invasive and Locally Advanced Urothelial Carcinoma After Surgery,https://www.merck.com/news/mercks-keytruda-pembrolizumab-significantly-improved-disease-free-survival-dfs-as-adjuvant-therapy-versus-observation-in-high-risk-patients-with-localized-muscle-invasive-and-locall/,2024-01-26T00:00:00,clinical trial update,
Merck Announces Second-Quarter 2024 Dividend,https://www.merck.com/news/merck-announces-second-quarter-2024-dividend/,2024-01-23T00:00:00,financial news,
Merck to Hold Fourth-Quarter and Full-Year 2023 Sales and Earnings Conference Call Feb. 1,https://www.merck.com/news/merck-to-hold-fourth-quarter-and-full-year-2023-sales-and-earnings-conference-call-feb-1/,2024-01-19T00:00:00,management update,
FDA Approves Merck’s KEYTRUDA® (pembrolizumab) Plus Chemoradiotherapy as Treatment for Patients With FIGO 2014 Stage III-IVA Cervical Cancer,https://www.merck.com/news/fda-approves-mercks-keytruda-pembrolizumab-plus-chemoradiotherapy-as-treatment-for-patients-with-figo-2014-stage-iii-iva-cervical-cancer/,2024-01-12T00:00:00,regulatory approval,
"Merck to Acquire Harpoon Therapeutics, Further Diversifying Oncology Pipeline",https://www.merck.com/news/merck-to-acquire-harpoon-therapeutics-further-diversifying-oncology-pipeline/,2024-01-08T00:00:00,management update,
Merck Announces Phase 3 Trial Initiations for Four Investigational Candidates From its Promising Hematology and Oncology Pipeline,https://www.merck.com/news/merck-announces-phase-3-trial-initiations-for-four-investigational-candidates-from-its-promising-hematology-and-oncology-pipeline/,2024-01-05T00:00:00,clinical trial update,
Merck to Participate in the 42nd Annual J.P. Morgan Healthcare Conference,https://www.merck.com/news/merck-to-participate-in-the-42nd-annual-j-p-morgan-healthcare-conference/,2024-01-03T00:00:00,management update,
Patritumab Deruxtecan Granted Priority Review in the U.S. for Certain Patients with Previously Treated Locally Advanced or Metastatic EGFR-Mutated Non-Small Cell Lung Cancer,https://www.merck.com/news/patritumab-deruxtecan-granted-priority-review-in-the-u-s-for-certain-patients-with-previously-treated-locally-advanced-or-metastatic-egfr-mutated-non-small-cell-lung-cancer/,2023-12-22T00:00:00,regulatory approval,
Merck Provides U.S. Regulatory Update on Gefapixant,https://www.merck.com/news/merck-provides-u-s-regulatory-update-on-gefapixant/,2023-12-20T00:00:00,regulatory approval,
Merck to Participate in the Goldman Sachs Healthcare C-Suite Unscripted Conference,https://www.merck.com/news/merck-to-participate-in-the-goldman-sachs-healthcare-c-suite-unscripted-conference/,2023-12-20T00:00:00,management update,
"FDA Grants Priority Review to Merck’s New Biologics License Application for V116, an Investigational, 21-valent Pneumococcal Conjugate Vaccine Specifically Designed to Protect Adults",https://www.merck.com/news/fda-grants-priority-review-to-mercks-new-biologics-license-application-for-v116-an-investigational-21-valent-pneumococcal-conjugate-vaccine-specifically-designed-to-protect-adults/,2023-12-19T00:00:00,regulatory approval,
European Commission Approves Merck’s KEYTRUDA® (pembrolizumab) Plus Chemotherapy for New First-Line Indications in Advanced HER2-Negative Gastric or GEJ Adenocarcinoma in Tumors Expressing PD-L1 (CPS ≥1) and Advanced Biliary Tract Cancer,https://www.merck.com/news/european-commission-approves-mercks-keytruda-pembrolizumab-plus-chemotherapy-for-new-first-line-indications-in-advanced-her2-negative-gastric-or-gej-adenocarcinoma-in-tumors-expressin/,2023-12-18T00:00:00,regulatory approval,
FDA Approves Expanded Indication for KEYTRUDA® (pembrolizumab) Plus Padcev® (enfortumab vedotin-ejfv) for the First-Line Treatment of Adult Patients With Locally Advanced or Metastatic Urothelial Cancer,https://www.merck.com/news/fda-approves-expanded-indication-for-keytruda-pembrolizumab-plus-padcev-enfortumab-vedotin-ejfv-for-the-first-line-treatment-of-adult-patients-with-locally-advanced-or-metastatic-uroth/,2023-12-15T00:00:00,regulatory approval,
FDA Approves Merck’s WELIREG® (belzutifan) for the Treatment of Patients With Advanced Renal Cell Carcinoma (RCC) Following a PD-1 or PD-L1 Inhibitor and a VEGF-TKI,https://www.merck.com/news/fda-approves-mercks-welireg-belzutifan-for-the-treatment-of-patients-with-advanced-renal-cell-carcinoma-rcc-following-a-pd-1-or-pd-l1-inhibitor-and-a-vegf-tki/,2023-12-14T00:00:00,regulatory approval,
Moderna and Merck Announce mRNA-4157 (V940) in Combination with KEYTRUDA® (pembrolizumab) Demonstrated Continued Improvement in Recurrence-Free Survival and Distant Metastasis-Free Survival in Patients with High-Risk Stage III/IV Melanoma Following Complete Resection Versus KEYTRUDA At Three Years,https://www.merck.com/news/moderna-and-merck-announce-mrna-4157-v940-in-combination-with-keytruda-pembrolizumab-demonstrated-continued-improvement-in-recurrence-free-survival-and-distant-metastasis-free-survival-in-pa/,2023-12-14T00:00:00,clinical trial update,
Merck Ranks No. 1 on Newsweek’s List of America’s Most Responsible Companies 2024,https://www.merck.com/news/merck-ranks-no-1-on-newsweeks-list-of-americas-most-responsible-companies-2024/,2023-12-13T00:00:00,management update,
"Merck and Moderna Initiate INTerpath-002, a Phase 3 Study Evaluating V940 (mRNA-4157) in Combination with KEYTRUDA® (pembrolizumab) for Adjuvant Treatment of Patients with Certain Types of Resected Non-Small Cell Lung Cancer",https://www.merck.com/news/merck-and-moderna-initiate-interpath-002-a-phase-3-study-evaluating-v940-mrna-4157-in-combination-with-keytruda-pembrolizumab-for-adjuvant-treatment-of-patients-with-certain-types-of-resect/,2023-12-11T00:00:00,clinical trial update,
Merck Animal Health Receives Positive CVMP Opinion for an Injectable Formulation of BRAVECTO® (Fluralaner) for Use in Dogs,https://www.merck.com/news/merck-animal-health-receives-positive-cvmp-opinion-for-an-injectable-formulation-of-bravecto-fluralaner-for-use-in-dogs/,2023-12-11T00:00:00,regulatory approval,
Merck and Eisai Provide Update on Phase 3 LEAP-001 Trial Evaluating KEYTRUDA® (pembrolizumab) Plus LENVIMA® (lenvatinib) as First-Line Treatment for Patients with Advanced or Recurrent Endometrial Carcinoma,https://www.merck.com/news/merck-and-eisai-provide-update-on-phase-3-leap-001-trial-evaluating-pembrolizumab-plus-lenvima-lenvatinib-as-first-line-treatment-for-patients-with-advanced-or-recurrent-endometrial-carcinom/,2023-12-08T00:00:00,clinical trial update,
Merck Announces KEYLYNK-008 Trial Evaluating KEYTRUDA® (pembrolizumab) Plus LYNPARZA® (olaparib) for Patients With Metastatic Squamous Non-Small Cell Lung Cancer to Stop for Futility,https://www.merck.com/news/merck-announces-keylynk-008-trial-evaluating-keytruda-pembrolizumab-plus-lynparza-olaparib-for-patients-with-metastatic-squamous-non-small-cell-lung-cancer-to-stop-for-futility/,2023-12-07T00:00:00,clinical trial update,
Merck Announces Findings from Phase 2 KeyVibe-002 Trial Evaluating an Investigational Coformulation of Vibostolimab and Pembrolizumab in Previously Treated Patients with Metastatic Non-Small Cell Lung Cancer (NSCLC),https://www.merck.com/news/merck-announces-findings-from-phase-2-keyvibe-002-trial-evaluating-an-investigational-coformulation-of-vibostolimab-and-pembrolizumab-in-previously-treated-patients-with-metastatic-non-small-cell-lung/,2023-12-07T00:00:00,clinical trial update,
FDA Grants Priority Review to Merck’s Application for KEYTRUDA® (pembrolizumab) Plus Padcev® (enfortumab vedotin-ejfv) for the First-Line Treatment of Patients With Locally Advanced or Metastatic Urothelial Cancer,https://www.merck.com/news/fda-grants-priority-review-to-mercks-application-for-keytruda-pembrolizumab-plus-padcev-enfortumab-vedotin-ejfv-for-the-first-line-treatment-of-patients-with-locally-advanced/,2023-11-30T00:00:00,regulatory approval,
Merck Announces First-Quarter 2024 Dividend,https://www.merck.com/news/merck-announces-first-quarter-2024-dividend/,2023-11-28T00:00:00,financial news,
"Merck’s V116, an Investigational, 21-valent Pneumococcal Conjugate Vaccine Specifically Designed to Protect Adults, Demonstrated Superior Immunogenicity for 10 of 11 Unique Serotypes Compared to PCV20 in Adults 50 Years of Age and Older",https://www.merck.com/news/mercks-v116-an-investigational-21-valent-pneumococcal-conjugate-vaccine-specifically-designed-to-protect-adults-demonstrated-superior-immunogenicity-for-10-of-11-unique-serotypes-compared/,2023-11-28T00:00:00,clinical trial update,
"Merck to Acquire Caraway Therapeutics, Inc.",https://www.merck.com/news/merck-to-acquire-caraway-therapeutics-inc/,2023-11-21T00:00:00,management update,
Merck to Participate in the 6th Annual Evercore ISI HealthCONx Conference,https://www.merck.com/news/merck-to-participate-in-the-6th-annual-evercore-isi-healthconx-conference/,2023-11-20T00:00:00,management update,
FDA Approves Merck’s KEYTRUDA® (pembrolizumab) Plus Chemotherapy as First-Line Treatment for Locally Advanced Unresectable or Metastatic HER2-Negative Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma,https://www.merck.com/news/fda-approves-mercks-keytruda-pembrolizumab-plus-chemotherapy-as-first-line-treatment-for-locally-advanced-unresectable-or-metastatic-her2-negative-gastric-or-gastroesophageal-junction/,2023-11-16T00:00:00,regulatory approval,
Merck Receives Positive EU CHMP Opinion for KEYTRUDA® (pembrolizumab) Plus Gemcitabine and Cisplatin as First-Line Treatment for Locally Advanced Unresectable or Metastatic Biliary Tract Cancer,https://www.merck.com/news/merck-receives-positive-eu-chmp-opinion-for-keytruda-pembrolizumabplus-gemcitabine-and-cisplatin-as-first-line-treatment-for-locally-advanced-unresectable-or-metastatic-biliary-tract-cancer/,2023-11-10T00:00:00,regulatory approval,
Merck to Participate in the Jefferies London Healthcare Conference,https://www.merck.com/news/merck-to-participate-in-the-jefferies-london-healthcare-conference/,2023-11-08T00:00:00,management update,
Merck to Participate in the UBS BioPharma Conference,https://www.merck.com/news/merck-to-participate-in-the-ubs-biopharma-conference/,2023-11-01T00:00:00,management update,
FDA Approves Merck’s KEYTRUDA® (pembrolizumab) Plus Gemcitabine and Cisplatin as Treatment for Patients With Locally Advanced Unresectable or Metastatic Biliary Tract Cancer,https://www.merck.com/news/fda-approves-mercks-keytruda-pembrolizumab-plus-gemcitabine-and-cisplatin-as-treatment-for-patients-with-locally-advanced-unresectable-or-metastatic-biliary-tract-cancer/,2023-11-01T00:00:00,regulatory approval,
KEYTRUDA® (pembrolizumab) Significantly Improved Overall Survival (OS) Versus Placebo as Adjuvant Therapy for Certain Patients With Renal Cell Carcinoma (RCC) Following Nephrectomy,https://www.merck.com/news/keytruda-pembrolizumab-significantly-improved-overall-survival-os-versus-placebo-as-adjuvant-therapy-for-certain-patients-with-renal-cell-carcinoma-rcc-following-nephrectomy/,2023-11-01T00:00:00,clinical trial update,
Merck Announces Third-Quarter 2023 Financial Results,https://www.merck.com/news/merck-announces-third-quarter-2023-financial-results/,2023-10-26T00:00:00,financial news,
KEYTRUDA® (pembrolizumab) Plus Padcev® (enfortumab vedotin-ejfv) Reduced Risk of Death by More Than Half Versus Chemotherapy in Patients With Previously Untreated Locally Advanced or Metastatic Urothelial Cancer,https://www.merck.com/news/keytruda-pembrolizumab-plus-padcev-enfortumab-vedotin-ejfv-reduced-risk-of-death-by-more-than-half-versus-chemotherapy-in-patients-with-previously-untreated-locally-advanced-or-metasta/,2023-10-22T00:00:00,clinical trial update,
Merck’s WELIREG® (belzutifan) Significantly Improved Progression-Free Survival and Objective Response Rates Versus Everolimus in Certain Previously Treated Patients With Advanced Renal Cell Carcinoma (RCC),https://www.merck.com/news/mercks-welireg-belzutifan-significantly-improved-progression-free-survival-and-objective-response-rates-versus-everolimus-in-certain-previously-treated-patients-with-advanced-renal-ce/,2023-10-21T00:00:00,clinical trial update,
"Merck’s KEYTRUDA® (pembrolizumab) Plus Concurrent Chemoradiotherapy Significantly Improved Progression-Free Survival (PFS) Versus Concurrent Chemoradiotherapy Alone in Newly Diagnosed, High-Risk Locally Advanced Cervical Cancer",https://www.merck.com/news/mercks-keytruda-pembrolizumab-plus-concurrent-chemoradiotherapy-significantly-improved-progression-free-survival-pfs-versus-concurrent-chemoradiotherapy-alone-in-newly-diagnosed-hi/,2023-10-20T00:00:00,clinical trial update,
"Merck’s KEYTRUDA® (pembrolizumab) Plus Chemotherapy Showed Statistically Significant Improvement in Pathological Complete Response (pCR) Rate as Neoadjuvant Therapy Versus Chemotherapy in High-Risk, Early-Stage ER+/HER2- Breast Cancer",https://www.merck.com/news/mercks-keytruda-pembrolizumab-plus-chemotherapy-showed-statistically-significant-improvement-in-pathological-complete-response-pcr-rate-as-neoadjuvant-therapy-versus-chemotherapy-in/,2023-10-20T00:00:00,clinical trial update,
KEYTRUDA® (pembrolizumab) Plus Trastuzumab and Chemotherapy Significantly Improved Progression-Free Survival (PFS) Versus Trastuzumab and Chemotherapy in First-Line HER2-Positive Advanced Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma,https://www.merck.com/news/keytruda-pembrolizumab-plus-trastuzumab-and-chemotherapy-significantly-improved-progression-free-survival-pfs-versus-trastuzumab-and-chemotherapy-in-first-line-her2-positive-advanced-gastric/,2023-10-20T00:00:00,clinical trial update,
"KEYTRUDA® (pembrolizumab) Plus Chemotherapy Before Surgery and Continued as Single Agent After Surgery Reduced Risk of Death by 28% Versus Pre-Operative Chemotherapy in Resectable Stage II, IIIA or IIIB Non-Small Cell Lung Cancer (NSCLC)",https://www.merck.com/news/keytruda-pembrolizumab-plus-chemotherapy-before-surgery-and-continued-as-single-agent-after-surgery-reduced-risk-of-death-by-28-versus-pre-operative-chemotherapy-in-resectable-stage-ii-iiia-o/,2023-10-20T00:00:00,clinical trial update,
Daiichi Sankyo and Merck Announce Global Development and Commercialization Collaboration for Three Daiichi Sankyo DXd ADCs,https://www.merck.com/news/daiichi-sankyo-and-merck-announce-global-development-and-commercialization-collaboration-for-three-daiichi-sankyo-dxd-adcs/,2023-10-19T00:00:00,management update,
Merck Receives Positive EU CHMP Opinion for PREVYMIS® for Prevention of CMV Disease in High-Risk Adult Kidney Transplant Recipients and Extended 200-Day Dosing in Adult HSCT Recipients at Risk for Late CMV Infection and Disease,https://www.merck.com/news/merck-receives-positive-eu-chmp-opinion-for-prevymis-for-prevention-of-cmv-disease-in-high-risk-adult-kidney-transplant-recipients-and-extended-200-day-dosing-in-adult-hsct-recipients-at-risk-fo/,2023-10-17T00:00:00,regulatory approval,
"FDA Approves KEYTRUDA® (pembrolizumab) for Treatment of Patients With Resectable (T≥4 cm or N+) NSCLC in Combination With Chemotherapy as Neoadjuvant Treatment, Then Continued as a Single Agent as Adjuvant Treatment After Surgery",https://www.merck.com/news/fda-approves-keytruda-pembrolizumab-for-treatment-of-patients-with-resectable-t%e2%89%a54-cm-or-n-nsclc-in-combination-with-chemotherapy-as-neoadjuvant-treatment-then-continued-as-a-single/,2023-10-16T00:00:00,regulatory approval,
European Commission Approves KEYTRUDA® (pembrolizumab) as Adjuvant Treatment for Adults With Non-Small Cell Lung Cancer at High Risk of Recurrence Following Complete Resection and Platinum-Based Chemotherapy,https://www.merck.com/news/european-commission-approves-keytruda-pembrolizumab-as-adjuvant-treatment-for-adults-with-non-small-cell-lung-cancer-at-high-risk-of-recurrence-following-complete-resection-and-platinum-based/,2023-10-16T00:00:00,regulatory approval,
Merck Receives Positive EU CHMP Opinion for KEYTRUDA® (pembrolizumab) Plus Chemotherapy as First-Line Treatment for HER2-Negative Advanced Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma Expressing PD-L1 (CPS ≥1),https://www.merck.com/news/merck-receives-positive-eu-chmp-opinion-for-keytruda-pembrolizumab-plus-chemotherapy-as-first-line-treatment-for-her2-negative-advanced-gastric-or-gastroesophageal-junction-gej-adenocarcinom/,2023-10-13T00:00:00,regulatory approval,
Merck Highlights Innovative Oncology Portfolio and Pipeline at ESMO Congress 2023 Underscoring Commitment to Advancing Cancer Research and Improving Patient Outcomes Across Multiple Stages of Disease,https://www.merck.com/news/merck-highlights-innovative-oncology-portfolio-and-pipeline-at-esmo-congress-2023-underscoring-commitment-to-advancing-cancer-research-and-improving-patient-outcomes-across-multiple-stages-of-disease/,2023-10-10T00:00:00,management update,
"Merck Announces Pivotal KEYNOTE-671 Trial Meets Dual Primary Endpoint of Overall Survival (OS) in Resectable Stage II, IIIA or IIIB Non-Small Cell Lung Cancer (NSCLC)",https://www.merck.com/news/merck-announces-pivotal-keynote-671-trial-meets-dual-primary-endpoint-of-overall-survival-os-in-resectable-stage-ii-iiia-or-iiib-non-small-cell-lung-cancer-nsclc/,2023-10-10T00:00:00,clinical trial update,
Merck’s KEYTRUDA® (pembrolizumab) Met Primary Endpoint of Disease-Free Survival (DFS) in Certain Patients With Muscle-Invasive Urothelial Carcinoma (MIUC) After Surgery,https://www.merck.com/news/mercks-keytruda-pembrolizumab-met-primary-endpoint-of-disease-free-survival-dfs-in-certain-patients-with-muscle-invasive-urothelial-carcinoma-miuc-after-surgery/,2023-10-05T00:00:00,clinical trial update,
Merck to Hold Third-Quarter 2023 Sales and Earnings Conference Call Oct. 26,https://www.merck.com/news/merck-to-hold-third-quarter-2023-sales-and-earnings-conference-call-oct-26/,2023-10-05T00:00:00,management update,
"Merck Receives Priority Review from FDA for New Biologics License Application for Sotatercept, an Activin Signaling Inhibitor to Treat Adults with Pulmonary Arterial Hypertension (PAH)",https://www.merck.com/news/merck-receives-priority-review-from-fda-for-new-biologics-license-application-for-sotatercept-an-activin-signaling-inhibitor-to-treat-adults-with-pulmonary-arterial-hypertension-pah/,2023-09-28T00:00:00,regulatory approval,
Merck and Eisai Provide Update on Two Phase 3 Trials Evaluating KEYTRUDA® (pembrolizumab) Plus LENVIMA® (lenvatinib) in Patients With Certain Types of Metastatic Non-Small Cell Lung Cancer,https://www.merck.com/news/merck-and-eisai-provide-update-on-two-phase-3-trials-evaluating-keytruda-pembrolizumab-plus-lenvima-lenvatinib-in-patients-with-certain-types-of-metastatic-non-small-cell-lung-cancer/,2023-09-22T00:00:00,clinical trial update,
Merck Announces Phase 3 KEYNOTE-A39/EV-302 Trial Met Dual Primary Endpoints of Overall Survival (OS) and Progression-Free Survival (PFS) in Certain Patients With Previously Untreated Locally Advanced or Metastatic Urothelial Cancer,https://www.merck.com/news/merck-announces-phase-3-keynote-a39-ev-302-trial-met-dual-primary-endpoints-of-overall-survival-os-and-progression-free-survival-pfs-in-certain-patients-with-previously-untreated-locally-advanced/,2023-09-22T00:00:00,clinical trial update,
FDA Grants Priority Review to Merck’s Application for KEYTRUDA® (pembrolizumab) Plus Concurrent Chemoradiotherapy as Treatment for Patients With Newly Diagnosed High-Risk Locally Advanced Cervical Cancer,https://www.merck.com/news/fda-grants-priority-review-to-mercks-application-for-keytruda-pembrolizumab-plus-concurrent-chemoradiotherapy-as-treatment-for-patients-with-newly-diagnosed-high-risk-locally-advanced/,2023-09-20T00:00:00,regulatory approval,
FDA Accepts for Priority Review Merck’s Supplemental New Drug Application for WELIREG® (belzutifan) in Certain Previously Treated Patients With Advanced Renal Cell Carcinoma (RCC),https://www.merck.com/news/fda-accepts-for-priority-review-mercks-supplemental-new-drug-application-for-welireg-belzutifan-in-certain-previously-treated-patients-with-advanced-renal-cell-carcinoma-rcc/,2023-09-19T00:00:00,regulatory approval,
Merck Receives Positive EU CHMP Opinion for KEYTRUDA® (pembrolizumab) as Adjuvant Treatment for Adults with Non-Small Cell Lung Cancer at High Risk of Recurrence Following Complete Resection and Platinum-Based Chemotherapy,https://www.merck.com/news/merck-receives-positive-eu-chmp-opinion-for-keytruda-pembrolizumab-as-adjuvant-treatment-for-adults-with-non-small-cell-lung-cancer-at-high-risk-of-recurrence-following-complete-resection-and/,2023-09-15T00:00:00,regulatory approval,
"Merck Presents New Analyses Supporting the Promising Potential of Sotatercept, its Investigational Medicine for Adults with Pulmonary Arterial Hypertension (PAH)",https://www.merck.com/news/merck-presents-new-analyses-supporting-the-promising-potential-of-sotatercept-its-investigational-medicine-for-adults-with-pulmonary-arterial-hypertension-pah/,2023-09-11T00:00:00,clinical trial update,
